team,date,a/h,opponent,w/l,s,os
atl,"Wed, Oct 29",@,Toronto,L,102,109
atl,"Sat, Nov 1",vs,Indiana,W,102,92
atl,"Wed, Nov 5",@,San Antonio,L,92,94
atl,"Fri, Nov 7",@,Charlotte,L,119,122
atl,"Sat, Nov 8",vs,NY Knicks,W,103,96
atl,"Mon, Nov 10",@,NY Knicks,W,91,85
atl,"Wed, Nov 12",vs,Utah,W,100,97
atl,"Fri, Nov 14",vs,Miami,W,114,103
atl,"Sat, Nov 15",@,Cleveland,L,94,127
atl,"Tue, Nov 18",vs,Los Angeles,L,109,114
atl,"Fri, Nov 21",vs,Detroit,W,99,89
atl,"Tue, Nov 25",@,Washington,W,106,102
atl,"Wed, Nov 26",vs,Toronto,L,115,126
atl,"Fri, Nov 28",vs,New Orleans,W,100,91
atl,"Sat, Nov 29",vs,Charlotte,W,105,75
atl,"Tue, Dec 2",vs,Boston,W,109,105
atl,"Wed, Dec 3",@,Miami,W,112,102
atl,"Fri, Dec 5",@,Brooklyn,W,98,75
atl,"Sun, Dec 7",vs,Denver,W,96,84
atl,"Mon, Dec 8",@,Indiana,W,108,92
atl,"Wed, Dec 10",vs,Philadelphia,W,95,79
atl,"Fri, Dec 12",vs,Orlando,W,87,81
atl,"Sat, Dec 13",@,Orlando,L,99,100
atl,"Mon, Dec 15",vs,Chicago,W,93,86
atl,"Wed, Dec 17",@,Cleveland,W,127,98
atl,"Sat, Dec 20",@,Houston,W,104,97
atl,"Mon, Dec 22",@,Dallas,W,105,102
atl,"Tue, Dec 23",vs,Los Angeles,W,107,104
atl,"Fri, Dec 26",vs,Milwaukee,L,77,107
atl,"Sat, Dec 27",@,Milwaukee,W,90,85
atl,"Tue, Dec 30",vs,Cleveland,W,109,101
atl,"Fri, Jan 2",@,Utah,W,98,92
atl,"Sat, Jan 3",@,Portland,W,115,107
atl,"Mon, Jan 5",@,Los Angeles,W,107,98
atl,"Wed, Jan 7",vs,Memphis,W,96,86
atl,"Fri, Jan 9",@,Detroit,W,106,103
atl,"Sun, Jan 11",vs,Washington,W,120,89
atl,"Tue, Jan 13",@,Philadelphia,W,105,87
atl,"Wed, Jan 14",@,Boston,W,105,91
atl,"Fri, Jan 16",@,Toronto,W,110,89
atl,"Sat, Jan 17",@,Chicago,W,107,99
atl,"Mon, Jan 19",vs,Detroit,W,93,82
atl,"Wed, Jan 21",vs,Indiana,W,110,91
atl,"Fri, Jan 23",vs,Oklahoma City,W,103,93
atl,"Sun, Jan 25",vs,Minnesota,W,112,100
atl,"Wed, Jan 28",vs,Brooklyn,W,113,102
atl,"Fri, Jan 30",vs,Portland,W,105,99
atl,"Sat, Jan 31",vs,Philadelphia,W,91,85
atl,"Mon, Feb 2",@,New Orleans,L,100,115
atl,"Wed, Feb 4",vs,Washington,W,105,96
atl,"Fri, Feb 6",vs,Golden State,W,124,116
atl,"Sun, Feb 8",@,Memphis,L,88,94
atl,"Mon, Feb 9",@,Minnesota,W,117,105
atl,"Wed, Feb 11",@,Boston,L,88,89
atl,"Fri, Feb 20",vs,Toronto,L,80,105
atl,"Sun, Feb 22",@,Milwaukee,W,97,86
atl,"Wed, Feb 25",vs,Dallas,W,104,87
atl,"Fri, Feb 27",vs,Orlando,W,95,88
atl,"Sat, Feb 28",@,Miami,W,93,91
atl,"Tue, Mar 3",vs,Houston,W,104,96
atl,"Fri, Mar 6",vs,Cleveland,W,106,97
atl,"Sat, Mar 7",@,Philadelphia,L,84,92
atl,"Mon, Mar 9",vs,Sacramento,W,130,105
atl,"Wed, Mar 11",@,Denver,L,102,115
atl,"Fri, Mar 13",@,Phoenix,W,96,87
atl,"Sun, Mar 15",@,Los Angeles,W,91,86
atl,"Mon, Mar 16",@,Sacramento,W,110,103
atl,"Wed, Mar 18",@,Golden State,L,95,114
atl,"Fri, Mar 20",@,Oklahoma City,L,115,123
atl,"Sun, Mar 22",vs,San Antonio,L,95,114
atl,"Wed, Mar 25",@,Orlando,W,95,83
atl,"Fri, Mar 27",vs,Miami,W,99,86
atl,"Sat, Mar 28",@,Charlotte,L,100,115
atl,"Mon, Mar 30",vs,Milwaukee,W,101,88
atl,"Tue, Mar 31",@,Detroit,L,95,105
atl,"Sat, Apr 4",vs,Brooklyn,W,131,99
atl,"Tue, Apr 7",vs,Phoenix,W,96,69
atl,"Wed, Apr 8",@,Brooklyn,W,114,111
atl,"Fri, Apr 10",vs,Charlotte,W,104,80
atl,"Sun, Apr 12",@,Washington,L,99,108
atl,"Mon, Apr 13",vs,NY Knicks,L,108,112
atl,"Wed, Apr 15",@,Chicago,L,85,91
